frame,landmark,x,y,z
91,0,0.5134099721908569,0.585881233215332,-0.03866276890039444
91,1,0.5156928300857544,0.5327660441398621,-0.06381718069314957
91,2,0.5131042003631592,0.5515392422676086,-0.0363241508603096
91,3,0.5021377801895142,0.47448474168777466,-0.04543948546051979
91,4,0.5155707597732544,0.5140643119812012,-0.06671185046434402
91,5,0.5141916871070862,0.4905819296836853,-0.06044316291809082
91,6,0.5096319317817688,0.43448397517204285,-0.024082258343696594
91,7,0.4197280704975128,0.4322148561477661,0.012489402666687965
91,8,0.5073016881942749,0.3858685791492462,-0.012195960618555546
91,9,0.5068926215171814,0.36059892177581787,-0.012199963442981243
91,10,0.5038248896598816,0.2770269513130188,0.007099923677742481
91,11,0.513558030128479,0.59540855884552,-0.03738458827137947
91,12,0.5132872462272644,0.6059411764144897,-0.03389320895075798
91,13,0.5127943754196167,0.6132843494415283,-0.02894820086658001
91,14,0.5124415755271912,0.6134838461875916,-0.027817774564027786
91,15,0.5129743218421936,0.6224790811538696,-0.030213095247745514
91,16,0.5132526159286499,0.6334124207496643,-0.033663060516119
91,17,0.5130988359451294,0.6455429792404175,-0.033317968249320984
91,18,0.5130773782730103,0.6678009033203125,-0.024799486622214317
91,19,0.5149258375167847,0.5428920984268188,-0.05838989093899727
91,20,0.5016297101974487,0.5439285039901733,-0.04378778114914894
91,21,0.3670075535774231,0.3690427243709564,0.06814494729042053
91,22,0.45264551043510437,0.4481372833251953,0.002846911083906889
91,23,0.4402656853199005,0.4495943784713745,0.0024286219850182533
91,24,0.42848870158195496,0.4486182928085327,0.00462809344753623
91,25,0.4140680730342865,0.4386475682258606,0.0131743298843503
91,26,0.46341899037361145,0.44371694326400757,0.005893000867217779
91,27,0.4343307912349701,0.3940047323703766,-0.00039773256867192686
91,28,0.44855552911758423,0.3955616056919098,0.0016838832525536418
91,29,0.4213434159755707,0.39806169271469116,0.001962263835594058
91,30,0.4130385220050812,0.4063960909843445,0.005744940601289272
91,31,0.40233081579208374,0.45080384612083435,0.01750708371400833
91,32,0.46648383140563965,0.6970441937446594,-0.016069386154413223
91,33,0.41571244597435,0.4276686906814575,0.01617366448044777
91,34,0.3631623387336731,0.44764161109924316,0.06600451469421387
91,35,0.38866713643074036,0.4378132224082947,0.02902309224009514
91,36,0.4475633203983307,0.5216021537780762,-0.014746803790330887
91,37,0.49831345677375793,0.5830838680267334,-0.03875375911593437
91,38,0.4999126195907593,0.6069909334182739,-0.03372076898813248
91,39,0.48223453760147095,0.594926118850708,-0.03373418003320694
91,40,0.47177398204803467,0.6060529351234436,-0.026218265295028687
91,41,0.4877082407474518,0.610221266746521,-0.030311811715364456
91,42,0.47783246636390686,0.6143125295639038,-0.023260846734046936
91,43,0.45329171419143677,0.6372159719467163,-0.01191153284162283
91,44,0.505217969417572,0.5330885648727417,-0.0636141374707222
91,45,0.5034728050231934,0.5151000022888184,-0.06629478931427002
91,46,0.3951959013938904,0.3887459635734558,0.009709849953651428
91,47,0.4715498089790344,0.4764266312122345,-0.01043970137834549
91,48,0.47176986932754517,0.5306762456893921,-0.03782062605023384
91,49,0.4699901044368744,0.521224319934845,-0.033887214958667755
91,50,0.41042572259902954,0.5210888385772705,-0.0031978138722479343
91,51,0.502732515335083,0.4931357800960541,-0.058166395872831345
91,52,0.4221373200416565,0.3643122911453247,-0.005353803746402264
91,53,0.40622755885124207,0.3733735978603363,0.00156363844871521
91,54,0.3806598484516144,0.33481842279434204,0.04948486387729645
91,55,0.4771162271499634,0.3743177354335785,-0.011023457162082195
91,56,0.4611237645149231,0.4035785496234894,0.005939440801739693
91,57,0.44350409507751465,0.6196353435516357,-0.009078703820705414
91,58,0.37858182191848755,0.616172730922699,0.08264102041721344
91,59,0.4811739921569824,0.5406967401504517,-0.03311987966299057
91,60,0.4916294813156128,0.5455448627471924,-0.033398792147636414
91,61,0.45979511737823486,0.6225508451461792,-0.009185098111629486
91,62,0.4627965986728668,0.6217913627624512,-0.011725042015314102
91,63,0.39951345324516296,0.3623083233833313,0.007450859062373638
91,64,0.47015631198883057,0.5388275384902954,-0.03194804489612579
91,65,0.44466179609298706,0.3620416820049286,-0.009800354018807411
91,66,0.442287802696228,0.34756624698638916,-0.011173113249242306
91,67,0.4328559637069702,0.28796708583831787,0.013461274094879627
91,68,0.3914196193218231,0.34977900981903076,0.025858787819743156
91,69,0.4415617287158966,0.3200918436050415,0.0010686612222343683
91,70,0.3877622187137604,0.3809400796890259,0.019627436995506287
91,71,0.3777804374694824,0.3776480555534363,0.04293888807296753
91,72,0.4989403188228607,0.5958317518234253,-0.03754238784313202
91,73,0.4850333333015442,0.6030056476593018,-0.03256144002079964
91,74,0.47479090094566345,0.6102150082588196,-0.025710739195346832
91,75,0.48384860157966614,0.5439012050628662,-0.030235199257731438
91,76,0.46137741208076477,0.6221840381622314,-0.010432482697069645
91,77,0.4676365852355957,0.6240565776824951,-0.017347097396850586
91,78,0.46441930532455444,0.6213684678077698,-0.011924844235181808
