frame,landmark,x,y,z
91,0,0.5005080699920654,0.6523921489715576,-0.034581929445266724
91,1,0.49457618594169617,0.599574863910675,-0.06428802013397217
91,2,0.4953687787055969,0.6177967190742493,-0.0340721532702446
91,3,0.48395928740501404,0.5358622074127197,-0.047271665185689926
91,4,0.4942781329154968,0.5800803899765015,-0.06838606297969818
91,5,0.49426937103271484,0.5543482303619385,-0.06342343240976334
91,6,0.494709312915802,0.49141788482666016,-0.030179113149642944
91,7,0.41106200218200684,0.48282670974731445,0.021453263238072395
91,8,0.49436745047569275,0.4394178092479706,-0.02121618203818798
91,9,0.49404576420783997,0.4131465554237366,-0.023311560973525047
91,10,0.4936249256134033,0.3236430585384369,-0.009859447367489338
91,11,0.5006729364395142,0.6610252857208252,-0.03269890323281288
91,12,0.5005959272384644,0.6701921820640564,-0.028495345264673233
91,13,0.5004321932792664,0.6764038801193237,-0.02246255800127983
91,14,0.5001398921012878,0.6767125129699707,-0.02328304573893547
91,15,0.5003989934921265,0.6862896680831909,-0.024784209206700325
91,16,0.500514030456543,0.6979176998138428,-0.02766237035393715
91,17,0.5004688501358032,0.7103458046913147,-0.02670074626803398
91,18,0.49602431058883667,0.7267408967018127,-0.01636253111064434
91,19,0.49499374628067017,0.6092854142189026,-0.05808147415518761
91,20,0.48343783617019653,0.6093775629997253,-0.0411568284034729
91,21,0.36767029762268066,0.4150214195251465,0.08203355967998505
91,22,0.4422524571418762,0.499945729970932,0.007060281001031399
91,23,0.430772602558136,0.5011016726493835,0.008654238656163216
91,24,0.41969799995422363,0.500292181968689,0.012678001075983047
91,25,0.4056081175804138,0.4900234639644623,0.02359973080456257
91,26,0.4521235227584839,0.4961742162704468,0.00808669626712799
91,27,0.4247215986251831,0.4461493492126465,0.00374892121180892
91,28,0.4381052851676941,0.4485238492488861,0.003141296561807394
91,29,0.41241875290870667,0.44910234212875366,0.008431080728769302
91,30,0.4044494032859802,0.4568190574645996,0.013714783824980259
91,31,0.3949221968650818,0.503484845161438,0.03000212274491787
91,32,0.4537437856197357,0.7526130080223083,0.0012850328348577023
91,33,0.40716519951820374,0.4786508083343506,0.025721920654177666
91,34,0.3630260229110718,0.4962262809276581,0.08602745085954666
91,35,0.38214629888534546,0.49006232619285583,0.04317430779337883
91,36,0.43509337306022644,0.5816671252250671,-0.005181469954550266
91,37,0.48566707968711853,0.6490156650543213,-0.032336171716451645
91,38,0.48751407861709595,0.6703687906265259,-0.02610669657588005
91,39,0.4706340432167053,0.6586159467697144,-0.024292277172207832
91,40,0.461027592420578,0.6679435968399048,-0.014932526275515556
91,41,0.47607746720314026,0.6725946068763733,-0.02074284479022026
91,42,0.46704649925231934,0.6757297515869141,-0.01232101395726204
91,43,0.4413125813007355,0.6969649791717529,0.003300685901194811
91,44,0.48428529500961304,0.5994789004325867,-0.06282848119735718
91,45,0.48211345076560974,0.5807653069496155,-0.06642758846282959
91,46,0.3868669867515564,0.4374977946281433,0.01907149702310562
91,47,0.45928746461868286,0.5339421629905701,-0.007198696956038475
91,48,0.45594117045402527,0.5944783091545105,-0.031684745103120804
91,49,0.45497673749923706,0.5839622020721436,-0.028015118092298508
91,50,0.40046241879463196,0.5791916251182556,0.01271551102399826
91,51,0.4828251004219055,0.5566931962966919,-0.05904495716094971
91,52,0.4119826853275299,0.41362541913986206,-0.003340564901009202
91,53,0.39686527848243713,0.4221680760383606,0.007351243868470192
91,54,0.3776935935020447,0.38147449493408203,0.05777425318956375
91,55,0.465114027261734,0.42684537172317505,-0.016475167125463486
91,56,0.44985195994377136,0.45688343048095703,0.006093077827244997
91,57,0.43199196457862854,0.6803726553916931,0.00707000307738781
91,58,0.38472574949264526,0.6650875806808472,0.11627498269081116
91,59,0.4655905067920685,0.6052699089050293,-0.02777143009006977
91,60,0.47538071870803833,0.6106202006340027,-0.02948935143649578
91,61,0.4506055414676666,0.6818380355834961,0.0053060464560985565
91,62,0.4535982608795166,0.6813682913780212,0.0014482018304988742
91,63,0.3904208242893219,0.41029900312423706,0.013495586812496185
91,64,0.4556353688240051,0.6025311946868896,-0.025153247639536858
91,65,0.43374210596084595,0.4125880002975464,-0.011588148772716522
91,66,0.4313247501850128,0.3973351716995239,-0.013867920264601707
91,67,0.42321479320526123,0.3359431028366089,0.008728303015232086
91,68,0.38456565141677856,0.3984834551811218,0.032428983598947525
91,69,0.429609477519989,0.37077808380126953,-0.0031740113627165556
91,70,0.3800885081291199,0.42972812056541443,0.029882611706852913
91,71,0.3739435374736786,0.4255645275115967,0.05421843007206917
91,72,0.4863540530204773,0.6605291366577148,-0.030551636591553688
91,73,0.4733771085739136,0.6661428213119507,-0.02306428737938404
91,74,0.46397823095321655,0.6719776391983032,-0.014652385376393795
91,75,0.4684450328350067,0.6085543036460876,-0.02531082183122635
91,76,0.45216014981269836,0.6816272735595703,0.0032398703042417765
91,77,0.45781663060188293,0.684432327747345,-0.00498375715687871
91,78,0.4552803933620453,0.6811059713363647,0.001037256559357047
91,79,0.47119417786598206,0.599506676197052,-0.044400691986083984
91,80,0.469238817691803,0.6782612800598145,-0.010166814550757408
91,81,0.47806450724601746,0.6767286658287048,-0.015663545578718185
91,82,0.4885670244693756,0.6761890649795532,-0.020387841388583183
91,83,0.4804288148880005,0.7262197732925415,-0.015032828785479069
91,84,0.4853133261203766,0.7090525031089783,-0.02510376274585724
91,85,0.48603975772857666,0.6966813802719116,-0.025851432234048843
91,86,0.48701322078704834,0.6852262020111084,-0.02268734946846962
91,87,0.48829296231269836,0.6764642000198364,-0.02118593268096447
91,88,0.46903085708618164,0.6781852841377258,-0.010692655108869076
91,89,0.4666973352432251,0.6822527050971985,-0.012569827027618885
91,90,0.4641304910182953,0.6878283023834229,-0.014611678197979927
91,91,0.4619670510292053,0.6945127248764038,-0.01250662375241518
91,92,0.44429147243499756,0.6491720676422119,-0.010888965800404549
91,93,0.36775708198547363,0.5752468705177307,0.1353992521762848
91,94,0.4952540695667267,0.6134194135665894,-0.042215779423713684
91,95,0.4625588655471802,0.6796181201934814,-0.003980675246566534
91,96,0.4602966904640198,0.6817827820777893,-0.005145474802702665
91,97,0.4792603850364685,0.6175332069396973,-0.03039230778813362
91,98,0.46012574434280396,0.6130833029747009,-0.01708994433283806
